Titulo;Relator;Data de publicação;Data de julgamento;Órgão julgador;Ementa
HC 100598;AYRES BRITTO;04/10/2011;11/05/2011;Tribunal Pleno;"EMENTA: HABEAS CORPUS. ATO DA SEGUNDA TURMA DO SUPREMO TRIBUNAL FEDERAL. PEDIDO NÃO CONHECIDO. ÓBICE DA SÚMULA 606/STF. PEDIDO DE RECONSIDERAÇÃO CONHECIDO COMO AGRAVO REGIMENTAL. ALEGAÇÃO DE NULIDADE DO JULGAMENTO DOS PACIENTES NO TRIBUNAL DO JÚRI. MATÉRIA EXAMINADA E FUNDAMENTADAMENTE RECHAÇADA PELA AUTORIDADE APONTADA COMO COATORA. AGRAVO DESPROVIDO.    1. É firme o entendimento desta Casa de Justiça, no sentido do não-cabimento de habeas corpus contra decisão de Turma do Supremo Tribunal Federal, proferida em sede de habeas corpus. Jurisprudência, essa, que, de tão pacífica, deu origem à Súmula 606 do STF. Nesse mesmo sentido: HCs 92.996-AgR e 91.020-AgR, ambos da relatoria do ministro Celso de Mello; HC 88.247-AgR-AgR-EDiv-AgR, da relatoria da ministra Ellen Gracie; e HC 84.779-AgR, da relatoria do ministro Marco Aurélio.    2. Também não é caso de concessão da ordem de ofício. A jurisprudência do Supremo Tribunal Federal firmou-se no sentido de que “os protestos das partes - Ministério Público e acusado - não se presumem. Hão de ser consignados na ata de julgamento (CPP, arts. 494 e 495), que traduz o registro fiel de todas as ocorrências havidas no curso do julgamento perante o plenário do tribunal do júri. A falta de protesto em tempo oportuno, resultante da inércia de qualquer dos sujeitos da relação processual penal, opera a preclusão de sua faculdade jurídica de reclamar contra eventuais erros ou defeitos ocorridos ao longo do julgamento” (HC 83.107, da relatoria do ministro Celso de Mello).    3. Pedido de reconsideração conhecido como agravo regimental. Agravo a que se nega provimento."
HC 99742;JOAQUIM BARBOSA;12/05/2011;14/04/2011;Tribunal Pleno;EMENTA:  Habeas Corpus. Estrangeiro condenado por tráfico de entorpecentes. Filhas brasileiras. Reconhecimento e nascimento posteriores à medida expulsória. Não ocorrência de causa impeditiva da expulsão. “Não constituem impedimento à expulsão a adoção ou o reconhecimento de filho brasileiro supervenientes ao fato que o motivar”, conforme determina o § 1º do art. 75 da Lei nº 6.815/80. As causas impeditivas da expulsão se limitam àquelas previstas no art. 75 da Lei nº 6.815/80. Ordem denegada.
HC 106212;MARCO AURÉLIO;13/06/2011;24/03/2011;Tribunal Pleno;VIOLÊNCIA DOMÉSTICA – ARTIGO 41 DA LEI Nº 11.340/06 – ALCANCE. O preceito do artigo 41 da Lei nº 11.340/06 alcança toda e qualquer prática delituosa contra a mulher, até mesmo quando consubstancia contravenção penal, como é a relativa a vias de fato.   VIOLÊNCIA DOMÉSTICA – ARTIGO 41 DA LEI Nº 11.340/06 – AFASTAMENTO DA LEI Nº 9.099/95 – CONSTITUCIONALIDADE. Ante a opção político-normativa prevista no artigo 98, inciso I, e a proteção versada no artigo 226, § 8º, ambos da Constituição Federal, surge harmônico com esta última o afastamento peremptório da Lei nº 9.099/95 – mediante o artigo 41 da Lei nº 11.340/06 – no processo-crime a revelar violência contra a mulher.
HC 103193 AgR;AYRES BRITTO;11/04/2011;02/03/2011;Tribunal Pleno;"EMENTA : AGRAVO   REGIMENTAL . HABEAS   CORPUS. PROCESSUAL   PENAL . IMPETRA Ç ÃO DIRIGIDA   CONTRA   DECIS ÃO SINGULAR   DE   MINISTRO   DO   SUPREMO   TRIBUNAL   FEDERAL . APLICA Ç ÃO ANAL ÓGICA DA   S ÚMULA 606. NEGATIVA   DE   SEGUIMENTO   DO   WRIT . DECIS ÃO RECORRIDA   EM   SINTONIA   COM   A   JURISPRUD ÊNCIA DESTE   NOSSO   TRIBUNAL . AGRAVO   DESPROVIDO . 1. A recente orientação jurisprudencial desta nossa Casa de Justiça é no sentido do descabimento da impetração de habeas corpus contra ato de Ministro Relator do próprio Tribunal, por aplicação analógica da Súmula 606/STF. (Cf. HC 100.738/RJ, Tribunal Pleno, redatora para o acórdão a ministra Cármen Lúcia, DJ 01/07/2010; HC 101.432/MG, Tribunal Pleno, redator para o acórdão o ministro Dias Toffoli, DJ 16/04/2010; HC 91.207/RJ, Tribunal Pleno, redator para o acórdão o ministro Eros Grau, DJ 05/03/2010; HC 99.510-AgR/MG, Tribunal Pleno, da relatoria do ministro Cezar Peluso, DJ 16/10/2009; HC 97.250-AgR/SP, Segunda Turma, da relatoria da ministra Ellen Gracie, DJ 07/08/2009; HC 86.548/SP, Tribunal Pleno, da relatoria do ministro Cezar Peluso, DJ 19/12/2008.) 2. Agravo regimental desprovido."
HC 101528;DIAS TOFFOLI;22/03/2011;09/12/2010;Tribunal Pleno;EMENTA    Habeas corpus. Estrangeiro. Decreto de Expulsão. Ato emanado do Presidente da República antes da edição do Decreto nº 3.447, de 5/5/2000. Competência do Supremo Tribunal Federal para apreciação do writ. Alegado vício de nulidade por ofensa aos princípios do devido processo legal, do contraditório e da ampla defesa. Inocorrência. Inexpulsabilidade. Condição jurídica sujeita a constantes alterações. Existência de pedido de revogação do ato administrativo de expulsão em curso no Departamento de Estrangeiros do Ministério da Justiça. Pleito a ser examinado com base em relatório de diligências, a fim de se confirmar a efetiva manutenção da prole brasileira ou o casamento de fato e de direito. Prisão cautelar-administrativa do paciente. Desnecessidade. Ordem concedida em parte. 1. Tendo em vista que o decreto de expulsão é atribuível ao Presidente da República, resta evidenciada a competência do STF para apreciar o pedido de habeas corpus. 2. Afigura-se perfeitamente válido, gerando efeitos até os dias atuais, decreto expulsório precedido da instauração do competente inquérito administrativo em que oportunizado ao paciente o pleno exercício do direito de defesa. 3. Existência de pedido de revogação do ato administrativo em curso no Departamento de Estrangeiros do Ministério da Justiça. 4. Desnecessidade e ausência de fundamentação hábil a ensejar a custódia administrativa do paciente, que deverá aguardar em liberdade a conclusão do pedido de revogação do ato administrativo de expulsão. 5. Writ parcialmente deferido.
HC 92687;JOAQUIM BARBOSA;01/03/2013;09/12/2010;Tribunal Pleno;Ementa: HABEAS CORPUS. PRISÃO EM FLAGRANTE. TRÁFICO DE DROGAS. DENEGAÇÃO DE PEDIDO DE LIBERDADE PROVISÓRIA, COM BASE NA VEDAÇÃO LEGAL ESTABELECIDA PELO ART. 44 DA LEI 11.343/2006. RECONSIDERAÇÃO DO INDEFERIMENTO PELO JUÍZO DE PRIMEIRO GRAU, ANTERIORMENTE À IMPETRAÇÃO DO WRIT PERANTE O SUPREMO TRIBUNAL FEDERAL. HABEAS CORPUS NÃO CONHECIDO.    Pedido dirigido contra decisão de indeferimento de liberdade provisória que já havia sido reconsiderada anteriormente à impetração do writ perante o Supremo Tribunal Federal.    Habeas corpus não conhecido.
HC 103213;CÁRMEN LÚCIA;01/02/2011;02/12/2010;Tribunal Pleno;EMENTA: HABEAS CORPUS. CRIME ELEITORAL. ALEGAÇÃO DE OFENSA À VEDAÇÃO DA REFORMATIO IN PEJUS E AO PRINCÍPIO DA INDIVIDUALIZAÇÃO DA PENA: IMPROCEDÊNCIA. PRESCRIÇÃO DA PRETENSÃO PUNITIVA ESTATAL. RECONHECIMENTO: INVIABILIDADE. DEFICIÊNCIA NA INSTRUÇÃO DO PEDIDO. HABEAS CORPUS DENEGADO. 1. As penas fixadas em primeira instância, tanto na sentença penal anulada quanto na segunda sentença penal condenatória, foram reduzidas na instância recursal de forma hígida, não se comprovando a presença de constrangimento ilegal a ferir direito do Paciente nem ilegalidade ou abuso de poder a ensejar a concessão da presente ordem de habeas corpus. 2. Para se cogitar da reformatio in pejus, a decisão do Tribunal Regional Eleitoral mineiro teria que negar provimento ao recurso criminal defensivo ou reconhecer, em desfavor do Paciente, circunstância fática não reconhecida em primeiro grau, de modo que o recurso da defesa causaria prejuízo ao Paciente, o que não ocorreu. 3. Não há, nos autos, prova de que os Impetrantes teriam interposto recurso impeditivo do trânsito em julgado da sentença penal condenatória, o que impede a análise da prescrição da pretensão punitiva. 4. Ordem denegada.
HC 100793;MARCO AURÉLIO;01/02/2011;02/12/2010;Tribunal Pleno;EXPULSÃO – CÔNJUGE BRASILEIRO. O óbice à expulsão, previsto na alínea “a” do inciso II do artigo 75 da Lei nº 6.815/80, pressupõe esteja o estrangeiro casado há mais de cinco anos e, em se tratando de união estável, não haver impedimento para a transformação em casamento.   EXPULSÃO – FILHO BRASILEIRO – REQUISITO LEGAL. Conforme versado na alínea “b” do inciso II do artigo 75 da Lei nº 6.815/80, a existência de filho brasileiro somente obstaculiza a expulsão quando, comprovadamente, esteja sob a guarda e dependência do estrangeiro.   PORTUGUÊS COM RESIDÊNCIA PERMANENTE NO BRASIL – DIREITOS INERENTES AO BRASILEIRO – ALCANCE DO ARTIGO 12, § 1º, DA CONSTITUIÇÃO FEDERAL. A eficácia do disposto no referido preceito depende de requerimento do súdito português e da aquiescência do Estado brasileiro, não operando efeitos automáticos. Precedentes: Extradição nº 890, relatada pelo Ministro Celso de Mello, no Plenário, em 5 de agosto de 2004, com acórdão publicado no Diário da Justiça de 28 de outubro de 2004.
HC 94685;ELLEN GRACIE;12/04/2011;11/11/2010;Tribunal Pleno;DIREITO PENAL MILITAR. HABEAS CORPUS. ART. 290, CPM. SUPERVENIÊNCIA DA LEI 11.343/06. PRINCÍPIO DA INSIGNIFICÂNCIA. IRRELEVÂNCIA. ART. 2, § 1°, LICC. NORMA ESPECIAL E NORMA GERAL. PRESCRIÇÃO. ORDEM CONCEDIDA DE OFÍCIO.   1.  Habeas corpus impetrado contra ato do Superior Tribunal Militar que, no julgamento de embargos infringentes, manteve a condenação do paciente pela prática do crime previsto no art. 290, do Código Penal Militar. 2.  Tratamento legal acerca da posse e uso de substância entorpecente no âmbito dos crimes militares não se confunde com aquele dado pela Lei n° 11.343/06, como já ocorria no período anterior, ainda na vigência da Lei n° 6.368/76. 3.  Direito Penal Militar pode albergar determinados bens jurídicos que não se confundem com aqueles do Direito Penal Comum. 4.  Bem jurídico penal-militar tutelado no art. 290, do CPM, não se restringe à saúde do próprio militar, flagrado com determinada quantidade de substância entorpecente, mas sim a tutela da regularidade das instituições militares. 5.  Art. 40, III, da Lei n° 11.343/06, não altera a previsão contida no art. 290, CPM. 6.  Art. 2°, § 1°, LICC: não incide qualquer uma das hipóteses à situação em tela, eis que o art. 290, do CPM, é norma especial e, portanto, não foi alterado pelo advento da Lei n° 11.343/06. 7.  Inaplicabilidade do princípio da insignificância em relação às hipóteses amoldadas no art. 290, CPM. 8.  Habeas corpus denegado.
HC 100341;JOAQUIM BARBOSA;02/12/2010;04/11/2010;Tribunal Pleno;EMENTA:  Habeas corpus. Comissão Parlamentar de Inquérito. Atividades investigatórias específicas simultaneamente realizadas por órgão jurisdicional e comissão parlamentar de inquérito. Viabilidade. Utilização, por CPI, de documentos oriundos de inquérito sigiloso. Possibilidade. Investigação, por CPI, da suposta participação de magistrado em fatos ilícitos não relacionados com o exercício de atividades estritamente jurisdicionais. Aposentadoria superveniente. Pedido prejudicado. Extensão dos trabalhos da CPI a fatos conexos ao objeto inicialmente estabelecido. Viabilidade. Direito ao silêncio, garantia contra a auto-incriminação e comunicação com advogado. Aplicabilidade plena. A existência de procedimento penal investigatório, em tramitação no órgão judiciário competente, não impede a realização de atividade apuratória por uma Comissão Parlamentar de Inquérito, ainda que seus objetos sejam correlatos, pois cada qual possui amplitude distinta, delimitada constitucional e legalmente, além de finalidades diversas. Precedentes. As comissões parlamentares de inquérito possuem poderes de investigação próprios das autoridades judiciais, entre os quais a competência para ter acesso a dados sigilosos (art. 58, § 3º, da Constituição Federal, e art. 2º da Lei nº 1.579/52). Precedentes. A superveniente aposentadoria prejudica a apreciação da possibilidade de uma CPI investigar atos de caráter não jurisdicionais praticados por aquele que era magistrado à época dos fatos. A Comissão Parlamentar de Inquérito poderá estender o âmbito de sua apuração a fatos ilícitos ou irregulares que, no curso do procedimento investigatório, se revelarem conexos à causa determinante da criação da comissão. Precedentes. É jurisprudência pacífica desta Corte assegurar-se ao convocado para depor perante CPI o privilégio contra a auto-incriminação, o direito ao silêncio e a comunicar-se com o seu advogado. Precedentes. Ordem parcialmente concedida.
HC 103684;AYRES BRITTO;13/04/2011;21/10/2010;Tribunal Pleno;EMENTA: HABEAS CORPUS. CRIME MILITAR. CONSCRITO OU RECRUTA DO EXÉRCITO BRASILEIRO. POSSE DE ÍNFIMA QUANTIDADE DE SUBSTÂNCIA ENTORPECENTE EM RECINTO SOB ADMINISTRAÇÃO CASTRENSE. INAPLICABILIDADE DO POSTULADO DA INSIGNIFICÂNCIA PENAL. INCIDÊNCIA DA LEI CIVIL Nº 11.343/2006. IMPOSSIBILIDADE. RESOLUÇÃO DO CASO PELO CRITÉRIO DA ESPECIALIDADE DA LEGISLAÇÃO PENAL CASTRENSE. ORDEM DENEGADA. 1. A questão da posse de entorpecente por militar em recinto castrense não é de quantidade, nem mesmo do tipo de droga que se conseguiu apreender. O problema é de qualidade da relação jurídica entre o particularizado portador da substância entorpecente e a instituição castrense de que ele fazia parte, no instante em que flagrado com a posse da droga em pleno recinto sob administração militar. 2. A tipologia de relação jurídica em ambiente castrense é incompatível com a figura da insignificância penal, pois, independentemente da quantidade ou mesmo da espécie de entorpecente sob a posse do agente, o certo é que não cabe distinguir entre adequação apenas formal e adequação real da conduta ao tipo penal incriminador. É de se pré-excluir, portanto, a conduta do paciente das coordenadas mentais que subjazem à própria tese da insignificância penal. Pré-exclusão que se impõe pela elementar consideração de que o uso de drogas e o dever militar são como água e óleo: não se misturam. Por discreto que seja o concreto efeito psicofísico da droga nessa ou naquela relação tipicamente militar, a disposição pessoal em si para manter o vício implica inafastável pecha de reprovabilidade cívico-funcional. Senão por afetar temerariamente a saúde do próprio usuário, mas pelo seu efeito danoso no moral da corporação e no próprio conceito social das Forças Armadas, que são instituições voltadas, entre outros explícitos fins, para a garantia da ordem democrática. Ordem democrática que é o princípio dos princípios da nossa Constituição Federal, na medida em que normada como a própria razão de ser da nossa República Federativa, nela embutido o esquema da Tripartição dos Poderes e o modelo das Forças Armadas que se estruturam no âmbito da União. Saltando à evidência que as Forças Armadas brasileiras jamais poderão garantir a nossa ordem constitucional democrática (sempre por iniciativa de qualquer dos Poderes da República), se elas próprias não velarem pela sua peculiar ordem hierárquico-disciplinar interna. 3. A hierarquia e a disciplina militares não operam como simples ou meros predicados institucionais das Forças Armadas brasileiras, mas, isto sim, como elementos conceituais e vigas basilares de todas elas. Dados da própria compostura jurídica de cada uma e de todas em seu conjunto, de modo a legitimar o juízo técnico de que, se a hierarquia implica superposição de autoridades (as mais graduadas a comandar, e as menos graduadas a obedecer), a disciplina importa a permanente disposição de espírito para a prevalência das leis e regulamentos que presidem por modo singular a estruturação e o funcionamento das instituições castrenses. Tudo a encadeadamente desaguar na concepção e prática de uma vida corporativa de pinacular compromisso com a ordem e suas naturais projeções factuais: a regularidade, a normalidade, a estabilidade, a fixidez, a colocação das coisas em seus devidos lugares, enfim. 4. Esse maior apego a fórmulas disciplinares de conduta não significa perda do senso crítico quanto aos reclamos elementarmente humanos de se incorporarem ao dia-a-dia das Forças Armadas incessantes ganhos de modernidade tecnológica e arejamento mental-democrático. Sabido que vida castrense não é lavagem cerebral ou mecanicismo comportamental, até porque – diz a Constituição – “às Forças Armadas compete, na forma da lei, atribuir serviço alternativo aos que, em tempo de paz, após alistados, alegarem imperativo de consciência, entendendo-se como tal o decorrente de crença religiosa e de convicção filosófica ou política para se eximirem de atividades de caráter essencialmente militar” (§ 1º do art. 143). 5. O modelo constitucional das Forças Armadas brasileiras abona a idéia-força de que entrar e permanecer nos misteres da caserna pressupõe uma clara consciência profissional e cívica: a consciência de que a disciplina mais rígida e os precisos escalões hierárquicos hão de ser observados como carta de princípios e atestado de vocação para melhor servir ao País pela via das suas Forças Armadas. Donde a compatibilidade do maior rigor penal castrense com o modo peculiar pelo qual a Constituição Federal dispõe sobre as Forças Armadas brasileiras. Modo especialmente constitutivo de um regime jurídico timbrado pelos encarecidos princípios da hierarquia e da disciplina, sem os quais não se pode falar das instituições militares como a própria fisionomia ou a face mais visível da idéia de ordem. O modelo acabado do que se poderia chamar de “relações de intrínseca subordinação”. 6. No caso, o art. 290 do Código Penal Militar é o regramento específico do tema para os militares. Pelo que o princípio da especialidade normativo-penal impede a incidência do art. 28 da Lei de Drogas (artigo que, de logo, comina ao delito de uso de entorpecentes penas restritivas de direitos). Princípio segundo o qual somente a inexistência de um regramento específico em sentido contrário ao normatizado na Lei 11.343/2006 é que possibilitaria a aplicação da legislação comum. Donde a impossibilidade de se mesclar esse regime penal comum e o regime penal especificamente castrense, mediante a seleção das partes mais benéficas de cada um deles, pena de incidência em postura hermenêutica tipificadora de hibridismo ou promiscuidade regratória incompatível com o princípio da especialidade das leis. 7. Ordem denegada.
